idx,question,answer,direct_answer,selfcrit_answer,selfcrit_final_span,api,model,gold_answer,direct_correct,direct_uncertain,direct_hallucination,selfcrit_correct,selfcrit_uncertain,selfcrit_hallucination
16,Tế bào nào không có nhân?,prokaryote,"Tế bào prokaryote (như vi khuẩn) không có nhân hoàn chỉnh, vật chất di truyền của chúng nằm tự do trong tế bào chất. Ở sinh vật nhân thực (eukaryote), hồng cầu trưởng thành ở người cũng không có nhân.","**Bước 1 — Nháp:**
Tế bào hồng cầu (ở động vật có vú) không có nhân.

**Bước 2 — Tự kiểm:**
- Điểm có thể sai: Không phải tất cả hồng cầu đều không nhân. Ở động vật có vú, hồng cầu trưởng thành mất nhân để tăng không gian chứa hemoglobin, nhưng ở các loài khác (ví dụ: chim, bò sát, lưỡng cư) hồng cầu vẫn có nhân.
- Thiếu: Có thể kể thêm tiểu cầu (không phải tế bào hoàn chỉnh, là mảnh tế bào) cũng không có nhân.
- Cần nêu rõ đối tượng (động vật có vú) để tránh hiểu nhầm.

**Bước 3 — Cuối cùng:**
**Đáp án:** Ở động vật có vú, tế bào hồng cầu trưởng thành không có nhân.  
Ngoài ra, tiểu cầu (mảnh tế bào) cũng không có nhân.","Cuối cùng:**
**Đáp án:** Ở động vật có vú, tế bào hồng cầu trưởng thành không có nhân.  
Ngoài ra, tiểu cầu (mảnh tế bào) cũng không có nhân.",deepseek,deepseek-chat,prokaryote,True,False,False,False,False,True
17,Áp suất khí quyển tiêu chuẩn là bao nhiêu?,101325 Pa,"Áp suất khí quyển tiêu chuẩn là **101.325 kilopascal** (kPa), tương đương với 1 atm, 760 mmHg hoặc 1013,25 millibar.","**Bước 1 — Nháp:**
Áp suất khí quyển tiêu chuẩn là 101325 Pascal (Pa), tương đương 1 atm (atmosphere).

**Bước 2 — Tự kiểm:**
- Có thể nhầm đơn vị: Pascal, atm, mmHg, bar.
- Có thể quên giá trị chính xác (101325 Pa) và chỉ nhớ 1 atm.
- Có thể nhớ sai thành 100000 Pa (1 bar) – đây là giá trị làm tròn, không phải giá trị tiêu chuẩn chính xác.

**Bước 3 — Cuối cùng:**
Áp suất khí quyển tiêu chuẩn là **101325 Pascal (Pa)**, hay còn được định nghĩa là **1 atm**.","Cuối cùng:**
Áp suất khí quyển tiêu chuẩn là **101325 Pascal (Pa)**, hay còn được định nghĩa là **1 atm**.",deepseek,deepseek-chat,101325 Pa,False,False,True,True,False,False
18,Vitamin nào được tổng hợp khi tiếp xúc ánh nắng?,vitamin D,"Vitamin D được tổng hợp ở da khi tiếp xúc với ánh nắng mặt trời, cụ thể là tia UVB.","**Bước 1 — Nháp:**
Vitamin D.

**Bước 2 — Tự kiểm:**
- Có thể nhầm với vitamin khác (ví dụ vitamin A, E, K).
- Cần nói rõ là vitamin D3 (cholecalciferol) được tổng hợp ở da dưới tác động của tia UVB.
- Có thể thiếu thông tin về quá trình: 7-dehydrocholesterol → tiền vitamin D3 → vitamin D3.
- Có thể quên ghi chú nguồn thực phẩm cũng cung cấp vitamin D.

**Bước 3 — Cuối cùng:**
Vitamin D (cụ thể là vitamin D3) được tổng hợp ở da khi da tiếp xúc với ánh nắng mặt trời (tia UVB).","Cuối cùng:**
Vitamin D (cụ thể là vitamin D3) được tổng hợp ở da khi da tiếp xúc với ánh nắng mặt trời (tia UVB).",deepseek,deepseek-chat,vitamin D,True,False,False,True,False,False
19,Loại tia nào có bước sóng ngắn nhất?,tia gamma,Tia gamma có bước sóng ngắn nhất trong phổ điện từ.,"**Bước 1 — Nháp**  
Tia gamma.

**Bước 2 — Tự kiểm**  
- Thang sóng điện từ sắp xếp theo bước sóng giảm dần: tia gamma, tia X, tia tử ngoại, ánh sáng nhìn thấy, tia hồng ngoại, sóng vô tuyến.  
- Tia gamma có bước sóng ngắn nhất (dưới 0,01 nm).  
- Không nhầm với tia X (tuy ngắn nhưng dài hơn tia gamma).  
- Câu trả lời này phù hợp với kiến thức vật lý đã biết, không có điểm sai rõ ràng.

**Bước 3 — Cuối cùng**  
Tia gamma có bước sóng ngắn nhất trong thang sóng điện từ.","Cuối cùng**  
Tia gamma có bước sóng ngắn nhất trong thang sóng điện từ.",deepseek,deepseek-chat,tia gamma,True,False,False,True,False,False
20,Hormone nào điều hòa lượng đường trong máu?,insulin,"Hormone chính điều hòa lượng đường trong máu là **insulin** (hạ đường huyết) và **glucagon** (tăng đường huyết), cả hai đều được sản xuất bởi tuyến tụy. Các hormone khác như adrenaline và cortisol cũng đóng vai trò quan trọng.","**Bước 1 – Nháp:**
Insulin và glucagon.

**Bước 2 – Tự kiểm:**
- **Điểm có thể thiếu:** Câu hỏi hỏi ""hormone nào"", có thể hiểu là hỏi hormone chính. Insulin và glucagon là hai hormone chính đối kháng nhau để điều hòa đường huyết. Tuy nhiên, còn một số hormone khác cũng có tác dụng làm tăng đường huyết như adrenaline (epinephrine), cortisol, hormone tăng trưởng (GH). Nếu chỉ trả lời hai hormone thì có thể chưa đầy đủ trong một số ngữ cảnh.
- **Độ chính xác:** Câu trả lời ""insulin và glucagon"" là đúng và phù hợp nhất cho câu hỏi cơ bản về điều hòa đường huyết.

**Bước 3 – Cuối cùng:**
Hormone chính điều hòa lượng đường trong máu là **insulin** (có tác dụng hạ đường huyết) và **glucagon** (có tác dụng tăng đường huyết). Ngoài ra, các hormone như adrenaline, cortisol và hormone tăng trưởng cũng tham gia vào quá trình làm tăng đường huyết.","Cuối cùng:**
Hormone chính điều hòa lượng đường trong máu là **insulin** (có tác dụng hạ đường huyết) và **glucagon** (có tác dụng tăng đường huyết). Ngoài ra, các hormone như adrenaline, cortisol và hormone tăng trưởng cũng tham gia vào quá trình làm tăng đường huyết.",deepseek,deepseek-chat,insulin,True,False,False,True,False,False
21,Nguyên tố nào có điểm nóng chảy cao nhất?,tungsten,"Wolfram (Tungsten), với điểm nóng chảy là 3422°C.","**Bước 1 — Nháp:**  
Wolfram (W, còn gọi là Tungsten).

**Bước 2 — Tự kiểm:**  
- Điểm nóng chảy của Wolfram là khoảng 3422 °C (6192 °F), cao nhất trong tất cả các nguyên tố.  
- Có thể nhầm với Rheni (3186 °C) hoặc Tantali (3017 °C) nhưng Wolfram vẫn cao hơn.  
- Cần xác nhận xem có hợp chất hay hợp kim nào cao hơn không? Câu hỏi chỉ hỏi ""nguyên tố"" nên không tính hợp chất (như cacbon ở dạng than chì hay kim cương không phải là nguyên tố kim loại, và điểm nóng chảy của cacbon nguyên tố thấp hơn Wolfram nếu xét ở điều kiện thường vì cacron thăng hoa trước khi nóng chảy ở áp suất khí quyển).  
- Wolfram vẫn đúng.

**Bước 3 — Cuối cùng:**  
Wolfram (Tungsten) là nguyên tố có điểm nóng chảy cao nhất.","Cuối cùng:**  
Wolfram (Tungsten) là nguyên tố có điểm nóng chảy cao nhất.",deepseek,deepseek-chat,tungsten,True,False,False,True,False,False
22,Tốc độ truyền âm trong không khí?,343 m/s,"Tốc độ truyền âm trong không khí ở điều kiện tiêu chuẩn (0°C) là khoảng **331 m/s**. Ở nhiệt độ phòng (khoảng 25°C), tốc độ này vào khoảng **346 m/s**.","**Bước 1 — Nháp:**
Tốc độ truyền âm trong không khí vào khoảng 343 m/s (ở điều kiện nhiệt độ 20°C).

**Bước 2 — Tự kiểm:**
- Điểm có thể sai hoặc thiếu:
  1. Tốc độ này phụ thuộc vào nhiệt độ, cần nêu rõ điều kiện (thường là 20°C).
  2. Có thể nhầm với tốc độ trong các môi trường khác (nước, thép).
  3. Có thể quên đơn vị (m/s thay vì km/h).
  4. Giá trị chính xác có thể thay đổi tùy theo nguồn tài liệu (340 m/s, 343 m/s, 330 m/s tùy nhiệt độ).

**Bước 3 — Cuối cùng:**
Tốc độ truyền âm trong không khí vào khoảng **343 m/s** ở nhiệt độ **20°C**.  
Giá trị này thay đổi theo nhiệt độ, thường trong khoảng 330–346 m/s với điều kiện thông thường.","Cuối cùng:**
Tốc độ truyền âm trong không khí vào khoảng **343 m/s** ở nhiệt độ **20°C**.  
Giá trị này thay đổi theo nhiệt độ, thường trong khoảng 330–346 m/s với điều kiện thông thường.",deepseek,deepseek-chat,343 m/s,False,False,True,True,False,False
23,Protein nào tạo nên tóc và móng?,keratin,Keratin là protein cấu trúc chính tạo nên tóc và móng.,"**Bước 1 — Nháp:**
Keratin.

**Bước 2 — Tự kiểm:**
- Điểm có thể sai: Có phải chỉ có keratin không? Có protein nào khác không?
- Kiểm tra lại: Tóc và móng chủ yếu được cấu tạo từ keratin, một loại protein sợi cứng và bền. Các thành phần khác (như nước, lipid, khoáng chất) có mặt nhưng không phải là protein chính. Vì vậy, câu trả lời này là chính xác.

**Bước 3 — Cuối cùng:**
Protein tạo nên tóc và móng là **keratin**.","Cuối cùng:**
Protein tạo nên tóc và móng là **keratin**.",deepseek,deepseek-chat,keratin,True,False,False,True,False,False
24,Tế bào nào sản xuất insulin?,tế bào beta,Tế bào beta (β-cell) trong các đảo tụy (đảo Langerhans) của tuyến tụy là tế bào sản xuất insulin.,"**Bước 1 — Nháp:**
Tế bào beta (β) của đảo tụy (đảo Langerhans) trong tuyến tụy sản xuất insulin.

**Bước 2 — Tự kiểm:**
- **Tính chính xác của thuật ngữ:** ""Tế bào beta"" là chính xác, nhưng cần ghi rõ nó thuộc ""đảo tụy"" (islets of Langerhans) trong tuyến tụy để đầy đủ.
- **Khả năng nhầm lẫn:** Có thể nhầm với tế bào alpha (sản xuất glucagon) hoặc các tế bào ngoại tiết của tụy (không sản xuất insulin).
- **Thông tin thiếu:** Có nên đề cập đến chức năng của insulin (điều hòa đường huyết) không? Câu hỏi chỉ hỏi tế bào nào sản xuất, nên có thể không cần thiết.
- **Kiến thức cập nhật:** Không có thông tin mới nào thay đổi điều này.

**Bước 3 — Cuối cùng:**
**Đáp án cuối cùng:** Insulin được sản xuất bởi **tế bào beta (β)** nằm trong **các đảo tụy (đảo Langerhans) của tuyến tụy**.",cuối cùng:** Insulin được sản xuất bởi **tế bào beta (β)** nằm trong **các đảo tụy (đảo Langerhans) của tuyến tụy**.,deepseek,deepseek-chat,tế bào beta,True,False,False,True,False,False
25,Nguyên tố nào phóng xạ nhất trong tự nhiên?,uranium,Poloni-210 (Po-210) thường được coi là nguyên tố phóng xạ nhất trong tự nhiên do có chu kỳ bán rã rất ngắn (138 ngày) và độ phóng xạ cực cao.,"**Bước 1 – Nháp**  
Poloni-210 (Po-210) thường được coi là một trong những nguyên tố phóng xạ mạnh nhất trong tự nhiên về độ phóng xạ riêng (hoạt độ riêng cao).  

**Bước 2 – Tự kiểm**  
- Có thể nhầm với radium hay uranium nhưng hoạt độ riêng của Po-210 lớn hơn rất nhiều.  
- Chu kỳ bán rã của Po-210 là 138,4 ngày, phát ra hạt alpha mạnh.  
- Có các đồng vị phóng xạ khác trong tự nhiên như Radon-222 (chu kỳ bán rã ngắn hơn, 3,8 ngày) nhưng Radon là khí, còn hỏi “nguyên tố” thì Po-210 thường được nhắc đến do độc tính phóng xạ rất cao.  
- Cần xem xét: “phóng xạ nhất” có thể hiểu là hoạt độ riêng lớn nhất → Po-210 không phải lớn nhất tuyệt đối (ví dụ Po-208, Po-209 có hoạt độ cao hơn nhưng không phổ biến trong tự nhiên bằng Po-210). Trong tự nhiên, Po-210 có trong chuỗi phân rã uranium-238.  
- Có thể tranh cãi giữa Radon-222 (phóng xạ mạnh, chu kỳ ngắn) và Poloni-210, nhưng Radon là sản phẩm phân rã trung gian, còn Poloni-210 được biết đến rộng rãi là chất phóng xạ rất nguy hiểm.  

**Bước 3 – Cuối cùng**  
Poloni-210 (⁸⁴Po) là nguyên tố phóng xạ tự nhiên có độ phóng xạ rất mạnh thường được nhắc đến trong các tài liệu phổ biến. Tuy nhiên, nếu tính theo hoạt độ riêng, một số đồng vị khác như Radon-222 cũng có hoạt độ cao, nhưng Poloni-210 thường được coi là một trong những nguyên tố phóng xạ mạnh nhất trong tự nhiên.","Cuối cùng**  
Poloni-210 (⁸⁴Po) là nguyên tố phóng xạ tự nhiên có độ phóng xạ rất mạnh thường được nhắc đến trong các tài liệu phổ biến. Tuy nhiên, nếu tính theo hoạt độ riêng, một số đồng vị khác như Radon-222 cũng có hoạt độ cao, nhưng Poloni-210 thường được coi là một trong những nguyên tố phóng xạ mạnh nhất trong tự nhiên.",deepseek,deepseek-chat,uranium,False,False,True,False,False,True
26,Enzyme nào cắt DNA?,endonuclease,"Có nhiều enzyme cắt DNA, nhưng phổ biến nhất là các **enzyme giới hạn (restriction enzyme)**. Chúng nhận biết các trình tự DNA đặc hiệu và cắt tại đó.","Chúng ta cùng làm từng bước nhé.

**Bước 1 — Nháp: trả lời ngắn**  
Enzyme cắt DNA là **restrictase** (enzyme giới hạn).

**Bước 2 — Tự kiểm: điểm có thể sai hoặc thiếu**  
- Tên chính xác trong tiếng Anh thường dùng là **restriction enzyme** (hoặc restriction endonuclease), còn ""restrictase"" có thể không phải tên thông dụng trong sách giáo khoa.  
- Có loại enzyme khác cũng cắt DNA như exonuclease (cắt từ đầu mút) nhưng câu hỏi này chắc chỉ hỏi loại enzyme cắt ở những vị trí đặc hiệu trên DNA (restriction enzyme).  
- Ngoài ra, một số enzyme khác trong tế bào cũng có khả năng cắt DNA (ví dụ: DNase, topoisomerase, enzyme sửa chữa DNA) nhưng trong phòng thí nghiệm và ngữ cảnh phổ biến, ""enzyme cắt DNA"" thường được hiểu là restriction enzyme.  
- Cần nói rõ là chúng cắt DNA ở trình tự nhận biết đặc hiệu.

**Bước 3 — Cuối cùng: đáp án cuối cùng**  
Enzyme thường được nhắc đến khi nói ""cắt DNA"" trong phòng thí nghiệm là **restriction enzyme (restriction endonuclease)**. Chúng nhận biết trình tự nucleotide đặc hiệu và cắt hai mạch của DNA tại đó.","cuối cùng**  
Enzyme thường được nhắc đến khi nói ""cắt DNA"" trong phòng thí nghiệm là **restriction enzyme (restriction endonuclease)**. Chúng nhận biết trình tự nucleotide đặc hiệu và cắt hai mạch của DNA tại đó.",deepseek,deepseek-chat,endonuclease,False,False,True,True,False,False
